Date,From,Subject,bioguide_id
3/19/21 13:47,"""Blumenauer, Earl"" <Congressman.EarlBlumenauer@mail.house.gov>",Join me for a World Water Day discussion,B000574
3/19/21 13:53,Rep. Randy Feenstra <repfeenstra@mail8.housecommunications.gov>,Randy’s Roundup: Enhancing Credit Opportunities for Farmers; Shoring Up the Crime Victims Fund,F000446
3/19/21 14:02,Rep. Diana Harshbarger <repharshbarger@mail8.housecommunications.gov>,From the Desk of Congresswoman Diana Harshbarger,H001086
3/19/21 14:27,The Office of Congressman Jack Bergman <Constituent.bergman@mail.house.gov>,Bergman Votes to Support Medicare,B001301
3/19/21 14:30,Congressman Rick Allen <allen.ga@mail.house.gov>,Biden's Border Crisis,A000372
3/19/21 15:03,Congressman Paul Gosar <Rep.Paul.Gosar@mail.house.gov>,"Gosar Invites Biden to Yuma, Arizona to Tour Border",G000565
3/19/21 15:05,Congressman John Katko <congressman.katko@mail.house.gov>,Rep. Katko - Week in Review,K000386
3/19/21 15:15,Congressman Frank Pallone <congressman.pallone@mail.house.gov>,Help for New Jersey is on the Way,P000034
3/19/21 15:16,Congressman Joe Neguse <CongressmanJoeNeguse@mail.house.gov>,Join Us For Our 2021 State of the District Town Hall,N000191
3/19/21 15:23,Senator Martin Heinrich <donotreply@heinrich.senate.gov>,The filibuster,H001046
3/19/21 15:31,Rep. Tom Malinowski <RepTomMalinowski@mail.house.gov>,Catching Up With Your Congressman,M001203
3/19/21 15:31,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Spring 2021 Jobs Fair! Join Us March 31st,E000297
3/19/21 15:33,Congressman Jake LaTurner <replaturner@mail8.housecommunications.gov>,Weekly Update from Congressman Jake LaTurner,L000266
3/19/21 15:45,Congressman Matt Cartwright <Congressman.Cartwright@mail.house.gov>,Matt's Weekly Memo - Stimulus Checks on the Way,C001090
3/19/21 15:53,Congressman Jody Hice <rep.jodyhice@mail.house.gov>,The Biden Border Crisis,H001071
3/19/21 16:15,August Pfluger <reppfluger@mail8.housecommunications.gov>,Pfluger Fly-By Newsletter - Special Edition: At the Border,P000048
3/19/21 16:15,Office of Senator Tim Kaine <senator@kaine.senate.gov>,Helping More Americans Get Back To Work,K000384
3/19/21 16:18,Office of Congresswoman Marjorie Taylor Greene <repgreene@mail8.housecommunications.gov>,INVITE:  3/24/21 Murray County Town Hall with Congresswoman Marjorie Taylor Greene,G000596
3/19/21 16:44,Congressman Louie Gohmert <louie.gohmert@mail.house.gov>,Latest Video From Rep. Gohmert's COVID-19 & Medical Freedom Series on Hannity.com,G000552
3/19/21 16:50,Congressman Ronny Jackson <CongressmanRonnyJackson.noreply@mail.house.gov>,Ronny's Roundup: Week in Review,J000304
3/19/21 16:53,Congresswoman Debbie Wasserman Schultz <FL23.Enews@mail.house.gov>,Rep DWS needs your ACA Enrollment Questions,W000797
3/19/21 16:55,Congressman Bruce Westerman <info@ar04bw.congressnewsletter.net>,Westerman Wrapup 3.19.21,W000821
3/19/21 17:00,Congresswoman Virginia Foxx <virginia.foxx.enews@mail.house.gov>,I Will Always Defend The Second Amendment,F000450
3/19/21 17:02,Congressman Ro Khanna <RepRoKhanna@mail.house.gov>,"Join My Virtual Town Hall on Monday, March 22nd",K000389
3/19/21 17:05,Sen. Ron Johnson <newsletter@ronjohnson.senate.gov>,I Will Not Be Silenced By the Left,J000293
3/19/21 17:05,Rep. Joe Morelle <repmorelle@mail.house.gov>,Ensuring Equality and Justice for All,M001206
3/19/21 17:06,Congresswoman Debbie Dingell <enewsMI12@mail.house.gov>,"Dingell Update: March 19, 2021",D000624
3/19/21 17:07,Rep. Jimmy Gomez <Congressman.Gomez@mail.house.gov>,Delivering Relief for Students,G000585
3/19/21 17:18,Senator Christopher Murphy <senator_@murphy.senate.gov>,Senator Murphy COVID-19 Weekly Update: March 19th,M001169
3/19/21 17:28,Senator Marco Rubio <newsletter@rubio.senate.gov>,This Week in the Office of Senator Marco Rubio,R000595
3/19/21 17:31,Rep. Dan Newhouse <repnewhouse@mail8.housecommunications.gov>,NO Income Tax,N000189
3/19/21 17:31,Jack Bergman <Constituent.bergman@mail.house.gov>,The Bergman Brief,B001301
3/19/21 17:31,Rep. Dan Newhouse <repnewhouse@mail8.housecommunications.gov>,NO Income Tax,N000189
3/19/21 17:35,Rep. Barry Loudermilk <Barry.Loudermilk@mail.house.gov>,Rep. Loudermilk's Weekly Newsletter,L000583
3/19/21 17:37,Congresswoman Beth Van Duyne <repvanduyne@mail8.housecommunications.gov>,Congressional Update from Rep. Beth Van Duyne,V000134
3/19/21 17:48,Office of U.S. Senator Mitt Romney <enewsletters@romney.senate.gov>,Updates on Utah’s national monuments review.,R000615
3/19/21 17:53,Senator Mike Lee <SenMikeLee@lee.senate.gov>,"Washington in a Week - Nuking the Filibuster: Bad for the Senate, Worse for America",L000577
3/19/21 17:55,Rep. Ken Buck <repbuck@mail8.housecommunications.gov>,"Floor Wrap-Up: “YES” on PPP, “NO” on Amnesty Bills and Earmarks",B001297
3/19/21 18:02,Congressman Raja Krishnamoorthi <CongressmanRaja@mail.house.gov>,My Hate Crimes Commission Act and Other Updates,K000391
3/19/21 18:11,Congresswoman Ann McLane Kuster <NH02AMIMA@mail.house.gov>,Recovering with Purpose,K000382
3/19/21 18:13,Congressman Darren Soto <repsoto@mail8.housecommunications.gov>,Check the Status of Your Survival Check,S001200
3/19/21 18:20,Congresswoman Gwen Moore <wi04ma@mail.house.gov>,Join me for a Town Hall!,M001160
3/19/21 18:22,Senator Thom Tillis <donotreply@tillis.senate.gov>,Working to Protect our Brave Men and Women in Blue,T000476
3/19/21 18:31,Rep. Randy Weber <RepRandyWeber@mail.house.gov>,Rep. Randy Weber e-Newsletter,W000814
3/19/21 18:31,Rep. Young Kim <repkim@mail8.housecommunications.gov>,Serving You,K000397
3/19/21 18:32,e-kilili: This Week in Congress <ekilili@mail2.housecommunications.gov>,Your weekly vaccination update,S001177
3/19/21 18:37,Senator Manchin <donotreply@manchin.senate.gov>,U.S. Senator Joe Manchin Newsletter - $4 Billion in Direct Federal Funding Coming to West Virginia with American Rescue Plan,M001183
3/19/21 18:45,Rep. Steel <repsteel@mail8.housecommunications.gov>,Keeping you updated,S001135
3/19/21 18:52,Senator Michael Bennet <senator_bennet@bennet.senate.gov>,Senator Bennet’s Weekly Update,B001267
3/19/21 18:53,Senator Maggie Hassan <Donotreply@hassan.senate.gov>,Getting Students Fully Back to School as Quickly and Safely as Possible,H001076
3/19/21 19:08,Congressman Tom O'Halleran <info@az01to.congressnewsletter.net>,VACCINE UPDATES,O000171
3/19/21 19:11,Representative Abigail Spanberger <Press.Spanberger@mail.house.gov>,Weekly Wrap-Up: a busy week on Capitol Hill,S001209
3/19/21 20:24,Congresswoman Lisa McClain <MI10LM.Outreach@mail.house.gov>,Congresswoman McClain Weekly Update,M001136
3/19/21 20:25,Congressman Ron Estes <ron.estes@mail.house.gov>,Tax Day Extension | Unacceptable Immigration Policies,E000298
3/19/21 20:29,Senator Rick Scott <Newsletter@rickscott.senate.gov>,Senator Rick Scott's Week in Review,S001217
3/19/21 20:59,Office of U.S. Senator Brian Schatz <do_not_reply@Schatz.senate.gov>,COVID-19 Update: Shuttered Venue Operators Grants,S001194
3/19/21 21:02,Rep. Salud Carbajal <Noreply.Carbajal@mail.house.gov>,Congressional Art Competition,C001112
3/19/21 21:53,Rep. Scott Peters <RepScottPeters@public.govdelivery.com>,This week's recap - 3/19/2021,P000608
3/19/21 22:51,Congresswoman Nanette Barragán <rsvp.barragan@mail.house.gov>,Recovering and Rebuilding,B001300
3/20/21 6:56,Rep. Paul Tonko <TonkoTownHall@mail.house.gov>,Advancing the cause of women’s rights,T000469
3/20/21 7:43,Senator Chuck Grassley <Senator@grassley.senate.gov>,The Scoop: Tax Season,G000386
3/20/21 7:58,Joni K. Ernst <Senator@Ernst.senate.gov>,Sunshine is the best disinfectant. 🔦,E000295
3/20/21 8:38,Rep. Mikie Sherrill <noreply@mail.house.gov>,"ARP Town Hall, Hispanic Leaders Roundtable, Tax Resource Webinar, Washington Update",H001083
3/20/21 9:01,Congressman Rick Crawford <Crawford.Newsletter@mail.house.gov>,Biden's Border Crisis,C001087
3/20/21 9:09,Senator Ben Cardin <senator@cardin.senate.gov>,Patience,C000141
3/20/21 9:30,Rep. Adrian Smith <repadriansmith@mail8.housecommunications.gov>,The Crisis at the Southern Border,S001172
3/20/21 10:11,Congresswoman Jackie Walorski <jackie.walorski@congressnewsletter.net>,Making School Bus Safety a Priority,W000813
3/20/21 10:32,Congresswoman Claudia Tenney <reptenney@mail8.housecommunications.gov>,This Week with Claudia #NY22,T000478
3/20/21 11:01,Congressman Steve Scalise <LA01@mail.house.gov>,COVID-19 Vaccine Distribution Update & Important Tax Filing Information,S001176
3/20/21 12:02,Congressman Markwayne Mullin <ContactRepMullin@mail.house.gov>,We Must Secure Our Border,M001190
3/20/21 12:03,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update: Expanding Violence Prevention Programs for Women,M001159
3/20/21 12:05,Congressman Glenn Grothman <CongressmanGrothman@mail.house.gov>,Rep. Grothman Newsletter- Biden's Border Crisis,G000576
3/20/21 12:31,Rep. Mary Gay Scanlon <RepScanlon@mail.house.gov>,How I'm Working to Remove Barriers to Justice for Our Youth,S001205
3/20/21 12:48,Office of U.S. Senator Marsha Blackburn <enewsletters@blackburn.senate.gov>,The Blackburn Report: Celebrating Women’s History Month ,B001243
3/20/21 15:20,Senator Cynthia Lummis <cynthia_lummis@lummis.enews.senate.gov>,A note from Senator Cynthia Lummis,L000571
3/20/21 17:36,Congressman Steven Horsford <info@nv04sh.congressnewsletter.net>,Help for Your Family in the American Rescue Plan,H001066
3/20/21 18:31,Congressman Charlie Crist <CharlieCrist-FL.noreply@mail.house.gov>,Watch Congressman Crist on CNN Tonight at 7:25 pm,C001111
3/20/21 19:46,Rep. Suzan DelBene <RepDelBene@mail.house.gov>,Do You Have Questions About the American Rescue Plan?,D000617
3/21/21 8:38,U.S. Senator Bernie Sanders <Info_Sanders@sanders.senate.gov>,Vermont Students: I Want to Hear From You!,S000033
3/21/21 10:02,Congressman Buddy Carter <GA01Newsletter@mail.house.gov>,Biden Border Crisis,C001103
3/21/21 10:31,Rep. Bilirakis <repbilirakis@mail8.housecommunications.gov>,"Tax Updates, Rental Assistance, Vaccination Updates and Other Helpful Information!",B001257
3/21/21 11:01,Congresswoman Carol Miller <miller.newsletter@mail.house.gov>,Biden's Border Crisis,M001205
3/21/21 11:18,Congressman Paul Gosar <Rep.Paul.Gosar@mail.house.gov>,This Week With Gosar,G000565
3/21/21 11:52,Senator Pat Toomey <pat_noreply@toomey.senate.gov>,Protecting Nursing Home Residents from COVID-19,T000461
3/21/21 12:00,Congressman Tom Rice <rice.press@mail.house.gov>,"Rice Report: March 21, 2021",R000597
3/21/21 12:07,Congresswoman María Elvira Salazar <repsalazar@mail8.housecommunications.gov>,"Happy Sunday, South Florida!",S000168
3/21/21 13:30,Rep. Dave Joyce <repjoyce@mail8.housecommunications.gov>,Dave's Weekly Wrap,J000295
3/21/21 14:10,Rep. David Kustoff <repkustoff@mail8.housecommunications.gov>,An Update from Congressman David Kustoff,K000392
3/21/21 14:33,Congressman Brian Babin <repbrianbabin@mail.house.gov>,Biden Owns This Crisis,B001291
3/21/21 15:01,Congressman Patrick McHenry <patrick.mchenry@mail.house.gov>,Congressman McHenry Weekly Update,M001156
3/21/21 15:49,Congressman Jason Smith <JasonSmithNewsletter@mail.house.gov>,Biden's Crisis,S001195
3/21/21 16:17,Senator Rob Portman <no_reply@portman.senate.gov>,"Rob’s Rundown: Week of 15 – March 21, 2021",P000449
3/21/21 16:47,Congressman Greg Murphy M.D. <greg.murphy@congressnewsletter.net>,From Dr. Murphy's Desk,M001210
3/21/21 17:16,Congressman Kevin Brady <congressman.brady@mail.house.gov>,REMINDER - MONDAY: Town Hall with Congressman Brady,B000755
3/21/21 17:58,Senator Bob Menendez <updates@menendez.senate.gov>,We Can Do This Together,M000639
3/21/21 22:26,Rep. Brad Wenstrup <Representative.Wenstrup@mail.house.gov>,Secure the border; end Biden's border crisis,W000815
3/21/21 23:38,Congresswoman Lauren Boebert <info@co03lb.congressnewsletter.net>,Standing up for our Local Communities,B000825
3/22/21,WEDNESDAY: Telephone Town Hall on COVID-19 Vaccines & Distribution Plans,"Dear Friend:  As we mark the one year anniversary of the COVID-19 crisis, I know the questions on almost everyone‚Äôs mind are: When can I get vaccinated? When can my loved ones get vaccinated? How soon after a vaccine can I visit with family? And where do I sign up?  That‚Äôs why I‚Äôm hosting a telephone town hall on Wednesday, March 24 at 7:00pm PT with representatives from local, state, and federal agencies responsible for distributing and administering these safe and effective COVID-19 vaccines.   We‚Äôll hear from Dr. Paul Simon, Chief Science Officer for the LA County Department of Health, Robert Pesapane, Director of FEMA‚Äôs Recovery Division and Federal Coordinating Officer for California COVID Disaster Declaration, and a representative from the Department of Health and Human Services to answer your questions about vaccine availability and eligibility. I‚Äôll also be answering your questions about the American Rescue Plan and how it can benefit you or your family, including direct relief checks and unemployment assistance.  To join the call, dial in to 855-408-1340 or stream it online at schiff.house.gov/live and facebook.com/RepAdamSchiff/live.¬†  I hope you'll join us for this important conversation.  Stay safe and healthy,    Congressman Adam Schiff",S001150
3/22/21 0:15,Rep. Lizzie Fletcher <no-reply@mail.house.gov>,Weekly Wrap Up,F000468
3/22/21 1:19,Congressman John Sarbanes <Congressman.Sarbanes@mail.house.gov>,📞 Please Join My Live Telephone Town Hall on Tuesday,S001168
3/22/21 8:15,Rep. Mace <repmace@mail8.housecommunications.gov>,#LowcountryFirst Newsletter: Putting in the Work for the Lowcountry,M000194
3/22/21 8:37,Representative Byron Donalds <RepByronDonalds.noresponse@mail.house.gov>,Weekly Wrap-Up with Congressman Byron Donalds,D000032
3/22/21 9:00,Rep. Barry Moore <repbarrymoore@mail8.housecommunications.gov>,The Moore You Know,M001212
3/22/21 9:22,Senator Kevin Cramer <Outreach@Cramer.Senate.gov>,My Weekly Newsletter,C001096
3/22/21 9:29,August Pfluger <reppfluger@mail8.housecommunications.gov>,Pfluger Fly-By Newsletter,P000048
3/22/21 9:48,Senator Roger Wicker <Roger_Wicker@Wicker.senate.gov>,Wicker Stresses Need for a Larger Navy,W000437
3/22/21 9:52,Senator Roger Wicker <Roger_Wicker@Wicker.senate.gov>,Wicker Stresses Need for a Larger Navy,W000437
3/22/21 10:16,Congressman Adriano Espaillat <Congressman.Espaillat@mail.house.gov>,Register Today! Virtual District Jobs & Career Fair,E000297
3/22/21 10:18,Congressman Antonio R. Delgado <RepAntonioDelgado@mail.house.gov>,How To Get Your Stimulus Check,D000630
3/22/21 11:01,Rep. Val Demings <FL10DemingsPress.FL10DemingsPress@mail.house.gov>,Federal Grant Opportunities in March,D000627
3/22/21 12:54,"""Rep. Ritchie Torres"" <reptorres@mail8.housecommunications.gov>",American Rescue Plan: Help is Here,T000486
3/22/21 14:09,"""Rep. Frankel"" <repfrankel@mail8.housecommunications.gov>",Answering Your COVID Relief Questions,F000462
3/22/21 15:08,Congressman Mario Diaz-Balart <repdiazbalart@mail8.housecommunications.gov>,Mario's Message,D000600
3/22/21 15:36,"""Senator Todd Young"" <contact@young.senate.gov>",My Bracket is Busted,Y000064
3/22/21 16:29,"""Congressman Steven Palazzo"" <Congressman.Palazzo@mail.house.gov>","Border Security, Green Run, and Pelosi's Gun Grab",P000601
3/22/21 16:46,"""Congressman Mark DeSaulnier"" <Congressman.DeSaulnier@mail.house.gov>",The DeSaulnier Digest: Upcoming Town Hall on the Impact of Coronavirus on Students and Getting Back to School,D000623
3/22/21 16:48,"""U.S. Congresswoman Stephanie Murphy"" <stephanie.murphy@mail.house.gov>",Join Us Next Week to Learn How to be a Stephanie Scholar,M001202
3/22/21 18:16,"""Rep. Takano"" <reptakano@mail8.housecommunications.gov>",The IRS Postponed the Tax Filing Deadline,T000472
3/22/21 18:35,"""Senator Tim Scott"" <donotreply@scott.senate.gov>",A Better Future for Seniors & All South Carolinians,S001184
3/22/21 18:43,"""Congressman Steny Hoyer"" <Steny.Hoyer4@mail.house.gov>",New Vaccine Eligibility Timeline in Maryland,H000874
3/22/21 19:43,"""Rep. Carlos A. Gimenez"" <repgimenez@mail8.housecommunications.gov>",Newsletter: It's Time To Secure Our Borders,G000593
3/22/21 20:01,"""Rep. Peter Meijer"" <repmeijer@mail8.housecommunications.gov>","Meijer's Monday Message: March 22, 2021",M001186
3/22/21 20:04,"""Senator Shelley Moore Capito"" <donotreply@capito.senate.gov>",The Crisis at Our Southern Border,C001047
3/22/21 20:31,"""Congressman Drew Ferguson"" <GA03DF.Outreach@mail.house.gov>",Biden's Border Crisis,F000465
3/22/21 20:37,"""Senator Jerry Moran"" <Do_Not_Reply@moran.senate.gov>",Bill to Vaccinate Veterans’ Families Heads to President's Desk,M000934
3/22/21 21:34,"""Rep. Jimmy Gomez"" <Congressman.Gomez@mail.house.gov>",TOMORROW: Telephone Town Hall with Mayor Garcetti,G000585
3/22/21 22:46,"""Congressman French Hill"" <congressman.hill@mail.house.gov>",District Update: Meeting Women’s Veterans Initiative During Women’s History Month,H001072
3/23/21 0:04,"""Senator Sinema"" <Senator.Sinema@sinema.senate.gov>",Our new law ensuring Arizona restaurants survive the pandemic,S001191
3/23/21 10:02,"""Senator Carper"" <Senator_Tom_Carper@carper.senate.gov>",The ACA Turns 11 During a Special Open Enrollment Period,C000174
3/23/21 11:08,"""Congressman David Price"" <Price@mail.house.gov>",Join Me Next Week – COVID-19 Public Health Research in North Carolina’s 4th District,P000523
3/23/21 11:40,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",$26+ Million for OH-03!,B001281
3/23/21 12:03,"""The Durbin Report"" <newsletter@durbin.senate.gov>",The Equality Act is Our Future,D000563
3/23/21 12:10,Congressman Rodney Davis <noreply@mail8.housecommunications.gov>,Weekly Update:  Expanding Violence Prevention Programs for Women,M001159
3/23/21 12:12,"""Rep. Mikie Sherrill"" <noreply@mail.house.gov>",REMINDER: Tax Resources Webinar Today,H001083
3/23/21 12:40,Office of Congresswoman Marjorie Taylor Greene <repgreene@mail8.housecommunications.gov>,APPLICATION: Summer Internships in Washington D.C.,G000596
3/23/21 12:54,"""Congresswoman Debbie Dingell"" <enewsMI12@mail.house.gov>","Dingell Update: March 23, 2021",D000624
3/23/21 13:08,"""Senator Tammy Baldwin"" <Baldwin_enews@baldwin.senate.gov>",Taking Bipartisan Action to Lower Prescription Drug Costs,B001230
3/23/21 13:37,"""Congressman John Sarbanes"" <Congressman.Sarbanes@mail.house.gov>",📞 REMINDER: Tonight’s Telephone Town Hall,S001168
3/23/21 13:48,"""Rep. Blake Moore"" <repblakemoore@mail8.housecommunications.gov>","Rep. Blake Moore Weekly Newsletter: Interior Secretary to visit UT, immigration reform, virtual district meetings, and more!",M001213
3/23/21 14:10,"""Rep. Hank Johnson"" <Rep.HankJohnson@MAIL.HOUSE.GOV>",The Week Ahead,J000288
3/23/21 14:15,Senator Tina Smith <noreply@smith.senate.gov>,SIGN UP: Vaccine Townhall,S001203
3/23/21 14:38,"""Congressman Paul Gosar"" <Rep.Paul.Gosar@mail.house.gov>","Gosar Tours Southern Border, Re-upping His Invite to Biden",G000565
3/23/21 14:43,Congressman Michael Cloud <noreply@mail8.housecommunications.gov>,Speaking Out for Compassionate Immigration Policies,M001159
3/23/21 16:29,"""The Office of Congressman Jack Bergman"" <Constituent.bergman@mail.house.gov>","Bergman, HASC Republicans Urge President Biden on Nuclear Modernization",B001301
3/23/21 17:24,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Enter today! 2021 Congressional Art Competition,E000297
3/23/21 17:26,"""Rep. Tom Malinowski"" <RepTomMalinowski@mail.house.gov>",Combating Online Extremism: A Virtual Forum with Rep. Tom Malinowski,M001203
3/23/21 18:02,"""Rep. Dan Newhouse"" <repnewhouse@mail8.housecommunications.gov>",Weekly Column: American Rescue Plan or American Recession Plan?,N000189
3/23/21 18:02,"""Rep. Dan Newhouse"" <repnewhouse@mail8.housecommunications.gov>",Weekly Column: American Rescue Plan or American Recession Plan?,N000189
3/23/21 18:11,"""U.S. Representative Troy Balderson"" <rep.balderson@mail.house.gov>",Easing of Ohio's Visitor Restrictions Welcome News for Seniors and Families,B001306
3/23/21 18:16,Rep. Carolyn B. Maloney <MaloneyMail@mail.house.gov>,  You're Invited: Telephone Town Hall Mar 25 @6:30PM,M000087
3/23/21 19:21,"""Congressman Tom Rice"" <rice.press@mail.house.gov>",Covid-19 Vaccine Newsletter,R000597
3/23/21 20:30,Congressman Tom O'Halleran <info@az01to.congressnewsletter.net>,Arizonans 16+ Eligible for COVID-19 Vaccine!,O000171
3/23/21 23:52,"""Senator Jeff Merkley"" <Senator_Merkley@Merkley.senate.gov>",What ‘For the People’ Should Mean,M001176
3/24/21 8:44,"""Office of Rep. AOC"" <repocasiocortez.fireside@mail.house.gov>","NY-14: Sign up for Town Hall, Community Project Funding, Burial Relief & Art Competition",O000172
3/24/21 9:39,"""Congressman Gerry Connolly"" <GerryConnolly@mail.house.gov>",UPDATE: Fighting for you,C001078
3/24/21 9:45,"""Congresswoman Debbie Dingell"" <enewsMI12@mail.house.gov>",TONIGHT: Working Women in the Age of COVID,D000624
3/24/21 10:27,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",ESPAILLAT AND MENG ANNOUNCE COMMUNITY PROJECT FUNDING IN FISCAL YEAR 2022 TO HELP LOCAL COMMUNITIES,E000297
3/24/21 10:37,"""Rep. Bilirakis"" <repbilirakis@mail8.housecommunications.gov>","Reminder: Tax Updates, Rental Assistance, Vaccination Updates and Other Helpful Information!",B001257
3/24/21 10:42,"""Rep. Lou Correa"" <noreply@mail8.housecommunications.gov>",Your stimulus check is on the way,M001159
3/24/21 11:02,"""Congressman Henry Cuellar"" <rep.cuellar@mail.house.gov>",Congressional Report,C001063
3/24/21 12:04,"""Congressman Don Bacon"" <RepDonBaconNE02@mail.house.gov>",Bacon Tele Town Hall on Emergency Preparedness Tonight,B001298
3/24/21 12:43,The Office of Congresswoman Nicole Malliotakis <repmalliotakis@mail8.housecommunications.gov>,FOR IMMEDIATE RELEASE: Malliotakis to Begin Accepting Applicants for 2021 Congressional High School Art Competition,M000317
3/24/21 13:48,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",Help Is Here for Central Ohio: the American Rescue Plan,B001281
3/24/21 14:31,"""Rep. Trey Hollingsworth"" <noreply@mail8.housecommunications.gov>",Poll: Universal Pre-k,M001159
3/24/21 14:38,"""Rep. Chrissy Houlahan"" <RepChrissyHoulahan@mail.house.gov>",Serving You: 116th Congress in Review,H001085
3/24/21 14:46,Rep. Jenniffer Gonzalez <RepJennifferGonzalez@gmail.com>,"Invitación al Foro Digital Mujer, Motor de Desarrollo Económico",G000582
3/24/21 15:04,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Rep. Espaillat Announces Limited Congressional Funding Availability for Community Projects,E000297
3/24/21 15:31,"""Office of U.S. Senator Tammy Baldwin"" <enews@baldwin.senate.gov>","Baldwin Introduces Bipartisan Bill to Help First-Generation, Low-Income Students Seeking a College Education",B001230
3/24/21 15:47,"""Congressman Kurt Schrader"" <Congressman.Schrader@mail.house.gov>",Congressman Schrader's Virtual Town Hall,S001180
3/24/21 16:09,"""Senator Rick Scott"" <Outreach@rickscott.senate.gov>",ICYMI: Sen. Rick Scott: I’ll Never Stop Fighting to Make Washington Work for Every Family,S001217
3/24/21 16:44,"""Office of Senator Tim Kaine"" <senator@kaine.senate.gov>",Virginia gives hope for progress,K000384
3/24/21 17:02,"""Congressman Paul Gosar"" <Rep.Paul.Gosar@mail.house.gov>",Gosar Endorses Greene's America First Immigration Act,G000565
3/24/21 17:50,"""Rep. Takano"" <reptakano@mail8.housecommunications.gov>",President Biden signs bill expanding vaccine access for veterans & families,T000472
3/24/21 18:19,"""Rep. Mary Gay Scanlon"" <RepScanlon@mail.house.gov>",Last Week's Town Hall: Here's What You Might Have Missed,S001205
3/24/21 18:46,"""Rep. Bill Huizenga"" <huizenga.enewsletter@mail.house.gov>",The Huizenga Huddle: Telephone Town Hall Update Tomorrow,H001058
3/24/21 19:20,"""Senator John Boozman"" <donotreply@boozman.senate.gov>",ALERT: Boozman Secures Legislative Victory for Veterans,B001236
3/25/21 9:36,"""Rep. Andrew Clyde"" <repclyde@mail8.housecommunications.gov>",Clyde in Congress: Holding the Biden Administration Accountable,C001116
3/25/21 11:07,Congresswoman Nanette Barragán <RSVP.Barragan@mail.house.gov>,Keeping You Updated,B001300
3/25/21 11:10,"""Congresswoman Lori Trahan"" <Rep.LoriTrahan@mail.house.gov>",JOIN ME: Standing with the AAPI community,T000482
3/25/21 11:44,"""Office of U.S. Senator James E. Risch"" <press_@risch.senate.gov>","Risch, King Urge Energy Department: Don’t Downgrade Cybersecurity",R000584
3/25/21 11:54,Congressman Steven Horsford <info@nv04sh.congressnewsletter.net>,TODAY: Virtual Town Hall for Small Business Owners,H001066
3/25/21 11:54,Congressman Mario Diaz-Balart <repdiazbalart@mail8.housecommunications.gov>,RSVP NOW! Identify Theft Prevention Seminar,D000600
3/25/21 12:22,"""Rep. Tom Malinowski"" <RepTomMalinowski@mail.house.gov>",Health Care Relief is On The Way!,M001203
3/25/21 12:47,"""Congresswoman Joyce Beatty"" <congresswoman.beatty@mail.house.gov>",Ohio Congressional Democrats Fight to Provide Maximum Relief for Townships,B001281
3/25/21 12:59,"""Representative Abigail Spanberger"" <Press.Spanberger@mail.house.gov>",Sharing your FAQs with the IRS,S001209
3/25/21 13:36,"""Congressman Louie Gohmert"" <louie.gohmert@mail.house.gov>",Gohmert in Epoch Times: Pelosi's Capitol Police Bill Gaslights America,G000552
3/25/21 13:48,The Office of Senator John Thune <no_reply@thune.enews.senate.gov>,Thune Heading to Border to See Crisis Firsthand,T000250
3/25/21 14:10,"""U.S. Congresswoman Stephanie Murphy"" <stephanie.murphy@mail.house.gov>",Join Us on Monday for the Launch of Stephanie's Scholars,M001202
3/25/21 14:19,"""Congressman Adriano Espaillat"" <Congressman.Espaillat@mail.house.gov>",Register Today for the Spring 2021 Job & Career Fair!,E000297
3/25/21 15:34,"""Rep. Tom Malinowski"" <RepTomMalinowski@mail.house.gov>",TOMORROW! Join Tom for A Virtual Forum on Combating Online Extremism,M001203
3/25/21 15:38,Senator Steve Daines <info@daines.enews.senate.gov>,Daines Fights for Greater Public Access to Lands,D000618
3/25/21 15:44,"""Congressman Steny Hoyer"" <Steny.Hoyer4@mail.house.gov>",Track Your Economic Impact Payment,H000874
3/25/21 15:54,"""Congressman Ed Perlmutter"" <EdPerlmutter@mail.house.gov>",Boulder Strong,P000593
3/25/21 16:11,"""Rep. Takano"" <reptakano@mail8.housecommunications.gov>",RSVP for my immigration town hall with Rep. Linda Sanchez,T000472
3/25/21 16:15,"""The Durbin Report"" <newsletter@durbin.senate.gov>",The Dream and Promise Act and Farm Workforce Modernization Act Pass the House,D000563
3/25/21 17:04,Congresswoman Nanette Barragán <RSVP.Barragan@mail.house.gov>,Pop-up Vaccination Clinic in South LA.  Free for Eligible Groups,B001300
3/25/21 17:10,"""Lisa Reynolds"" <lisa.reynolds@mail.house.gov>",Rep. Randy Weber introduces Redirecting Resources to the Border Act,W000814
3/25/21 17:23,"""Congressman Paul Gosar"" <Rep.Paul.Gosar@mail.house.gov>",Gosar Reacts to Biden's First Press Conference Since Taking Office,G000565
3/25/21 17:26,Congressman Bill Foster <bill.foster@congressnewsletter.net>,An Update on Immigration Legislation,F000454
3/25/21 17:35,Jack Reed <Jack@reed.senate.gov>,Bringing Drug Costs Down,R000122
